Data set,Taxonomic group,Common name,Scientific name,Performance metric,Temp (C),Rate,Rate units,Error,Variant,Data type,Sample size,Mass,Mass source (if different),WO Metabolic rate (original units),WO metabolic rate SE (original units),WO Metabolic rate (W),WO Metabolic rate SE (W),Source,Notes,Treatment,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,24,0.99248800000000004,mg O2 g-1 h-1,,,Raw data,,,,3.4406250666666671,,1.3505848751277042E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,24,1.107777,mg O2 g-1 h-1,,,Raw data,,,,3.8402936000000003,,1.5074709832404449E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,24,1.1211850000000001,mg O2 g-1 h-1,,,Raw data,,,,3.8867746666666672,,1.5257166869725931E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,24,1.150668,mg O2 g-1 h-1,,,Raw data,,,,3.9889823999999998,,1.5658373673973335E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,24,1.2444980000000001,mg O2 g-1 h-1,,,Raw data,,,,4.3142597333333343,,1.6935219125336304E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,27,1.250264,mg O2 g-1 h-1,,,Raw data,,,,4.3342485333333336,,1.701368327190519E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,27,1.5183599999999999,mg O2 g-1 h-1,,,Raw data,,,,5.2636479999999999,,2.0661953101688891E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,27,1.5585739999999999,mg O2 g-1 h-1,,,Raw data,,,,5.4030565333333334,,2.1209188132927412E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,27,1.6711819999999999,mg O2 g-1 h-1,,,Raw data,,,,5.7934309333333331,,2.2741565971434079E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,27,1.813269,mg O2 g-1 h-1,,,Raw data,,,,6.2859992,,2.4675096181897781E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,31,1.778813,mg O2 g-1 h-1,,,Raw data,,,,6.1665517333333328,,2.4206216432647409E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,31,0.96648000000000001,mg O2 g-1 h-1,,,Raw data,,,,3.3504640000000001,,1.3151929999288892E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,34,1.149324,mg O2 g-1 h-1,,,Raw data,,,,3.9843232000000004,,1.5640084424408895E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,34,1.0635330000000001,mg O2 g-1 h-1,,,Raw data,,,,3.6869144000000005,,1.4472634268617782E-3,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,34,0.50589499999999998,mg O2 g-1 h-1,,,Raw data,,,,1.7537693333333333,,6.8842558842296313E-4,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
43,Mollusk,Mussel,Mytilus galloprovincialis,Oxygen consumption,34,0.27801300000000001,mg O2 g-1 h-1,,,Raw data,,,,0.96377840000000015,,3.783221085684446E-4,,"Jansen et al., 2009",Fig. 1A,3 animals,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,2.4533999999999998,4.6799999999999999E-4,ulO2 per mg per min,,,Raw data,,~210 mg,,9.8279999999999992E-2,,3.3067616400000005E-5,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,2.3757999999999999,5.7300000000000005E-4,ulO2 per mg per min,,,Raw data,,,,0.12033000000000001,,4.0486632900000005E-5,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,2.3372000000000002,6.9800000000000005E-4,ulO2 per mg per min,,,Raw data,,,,0.14658000000000002,,4.9318795400000012E-5,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,2.3767,9.77E-4,ulO2 per mg per min,,,Raw data,,,,0.20516999999999999,,6.9032182100000009E-5,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,2.3378000000000001,1.06E-3,ulO2 per mg per min,,,Raw data,,,,0.22259999999999999,,7.4896738000000015E-5,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,7.3212000000000002,1.32E-3,ulO2 per mg per min,,,Raw data,,,,0.2772,,9.326763600000002E-5,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,7.3994,1.47E-3,ulO2 per mg per min,,,Raw data,,,,0.30869999999999997,,1.0386623100000001E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,7.3606999999999996,1.5900000000000001E-3,ulO2 per mg per min,,,Raw data,,,,0.33390000000000003,,1.1234510700000003E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,7.4001000000000001,1.82E-3,ulO2 per mg per min,,,Raw data,,,,0.38219999999999998,,1.2859628600000002E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,7.4002999999999997,1.9599999999999999E-3,ulO2 per mg per min,,,Raw data,,,,0.41159999999999997,,1.38488308E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,12.4986,1.3600000000000001E-3,ulO2 per mg per min,,,Raw data,,,,0.28560000000000002,,9.6093928000000022E-5,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,12.538,1.57E-3,ulO2 per mg per min,,,Raw data,,,,0.32969999999999999,,1.1093196100000001E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,12.344900000000001,2.3E-3,ulO2 per mg per min,,,Raw data,,,,0.48299999999999998,,1.6251179000000002E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,12.384600000000001,2.64E-3,ulO2 per mg per min,,,Raw data,,,,0.5544,,1.8653527200000004E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,12.4238,2.7599999999999999E-3,ulO2 per mg per min,,,Raw data,,,,0.5796,,1.9501414800000003E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,17.404800000000002,1.97E-3,ulO2 per mg per min,,,Raw data,,,,0.41370000000000001,,1.3919488100000001E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,17.4453,2.7200000000000002E-3,ulO2 per mg per min,,,Raw data,,,,0.57120000000000004,,1.9218785600000004E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,17.485700000000001,3.4099999999999998E-3,ulO2 per mg per min,,,Raw data,,,,0.71609999999999996,,2.4094139300000002E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,17.408100000000001,3.49E-3,ulO2 per mg per min,,,Raw data,,,,0.7329,,2.4659397700000003E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,17.447900000000001,3.8999999999999998E-3,ulO2 per mg per min,,,Raw data,,,,0.81899999999999995,,2.7556347000000001E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,23.402999999999999,3.5400000000000002E-3,ulO2 per mg per min,,,Raw data,,,,0.74340000000000006,,2.5012684200000003E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,23.4435,4.2700000000000004E-3,ulO2 per mg per min,,,Raw data,,,,0.89670000000000005,,3.0170667100000008E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,23.407,5.3899999999999998E-3,ulO2 per mg per min,,,Raw data,,,,1.1318999999999999,,3.8084284700000003E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,23.408999999999999,6.3299999999999997E-3,ulO2 per mg per min,,,Raw data,,,,1.3292999999999999,,4.4726070900000004E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,27.2971,4.1900000000000001E-3,ulO2 per mg per min,,,Raw data,,,,0.87990000000000002,,2.9605408700000005E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,27.338899999999999,5.5199999999999997E-3,ulO2 per mg per min,,,Raw data,,,,1.1592,,3.9002829600000006E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,27.378699999999998,5.9300000000000004E-3,ulO2 per mg per min,,,Raw data,,,,1.2453000000000001,,4.189977890000001E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,27.3017,6.3E-3,ulO2 per mg per min,,,Raw data,,,,1.323,,4.4514099000000007E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,27.3813,7.11E-3,ulO2 per mg per min,,,Raw data,,,,1.4931000000000001,,5.0237340300000009E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,32.4771,5.4000000000000003E-3,ulO2 per mg per min,,,Raw data,,,,1.1340000000000001,,3.8154942000000007E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,32.441299999999998,6.8599999999999998E-3,ulO2 per mg per min,,,Raw data,,,,1.4405999999999999,,4.8470907800000001E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,32.442999999999998,7.6600000000000001E-3,ulO2 per mg per min,,,Raw data,,,,1.6086,,5.4123491800000005E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,32.404899999999998,8.0099999999999998E-3,ulO2 per mg per min,,,Raw data,,,,1.6820999999999999,,5.6596497300000009E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,32.6402,8.8699999999999994E-3,ulO2 per mg per min,,,Raw data,,,,1.8626999999999998,,6.2673025100000001E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,32.485300000000002,9.1900000000000003E-3,ulO2 per mg per min,,,Raw data,,,,1.9298999999999999,,6.4934058700000003E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,37.533499999999997,3.5400000000000002E-3,ulO2 per mg per min,,,Raw data,,,,0.74340000000000006,,2.5012684200000003E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,37.535899999999998,4.6100000000000004E-3,ulO2 per mg per min,,,Raw data,,,,0.96810000000000007,,3.2573015300000008E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,37.537700000000001,5.4200000000000003E-3,ulO2 per mg per min,,,Raw data,,,,1.1382000000000001,,3.8296256600000011E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,37.500599999999999,6.2899999999999996E-3,ulO2 per mg per min,,,Raw data,,,,1.3209,,4.4443441700000008E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,37.500999999999998,6.45E-3,ulO2 per mg per min,,,Raw data,,,,1.3545,,4.5573958500000008E-4,,Edwards 1946,Raw data,,,,,,,,,,
44,Insect,Beach flea,Talorchestia megalopthalma,Oxygen consumption,37.463299999999997,7.0200000000000002E-3,ulO2 per mg per min,,,Raw data,,,,1.4742,,4.9601424600000002E-4,,Edwards 1946,Raw data,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,8.5891000000000002,0.61750000000000005,uL O2 mg-1 h-1,,,Raw data,,0.6 mg,Klaiber 1984 dissertation,0.3705,,2.0776610833333337E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,10.5448,0.60740000000000005,uL O2 mg-1 h-1,,,Raw data,,,,0.36444000000000004,,2.0436782866666673E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,14.955,0.95269999999999999,uL O2 mg-1 h-1,,,Raw data,,,,0.57162000000000002,,3.2054861766666673E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,17.031400000000001,1.1702999999999999,uL O2 mg-1 h-1,,,Raw data,,,,0.70217999999999992,,3.9376303900000006E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,19.665099999999999,1.2299,uL O2 mg-1 h-1,,,Raw data,,,,0.73793999999999993,,4.1381625366666675E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,22.035499999999999,1.5596000000000001,uL O2 mg-1 h-1,,,Raw data,,,,0.93576000000000004,,5.2474821466666678E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,24.1538,1.7944,uL O2 mg-1 h-1,,,Raw data,,,,1.07664,,6.0374980533333344E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,26.101299999999998,2.0548000000000002,uL O2 mg-1 h-1,,,Raw data,,,,1.23288,,6.9136485733333347E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,25.073899999999998,2.2896000000000001,uL O2 mg-1 h-1,,,Raw data,,,,1.3737600000000001,,7.7036644800000021E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,28.331,2.8180999999999998,uL O2 mg-1 h-1,,,Raw data,,,,1.6908599999999998,,9.481873196666667E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,29.889500000000002,3.2883,uL O2 mg-1 h-1,,,Raw data,,,,1.97298,,1.1063923790000002E-5,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,31.062899999999999,2.444,uL O2 mg-1 h-1,,,Raw data,,,,1.4663999999999999,,8.2231638666666678E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,33.490900000000003,3.6756000000000002,uL O2 mg-1 h-1,,,Raw data,,,,2.2053600000000002,,1.2367046280000003E-5,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,36.180100000000003,3.31,uL O2 mg-1 h-1,,,Raw data,,,,1.986,,1.1136936333333335E-5,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,35.470399999999998,2.8839000000000001,uL O2 mg-1 h-1,,,Raw data,,,,1.73034,,9.7032660700000016E-6,,Lamb 1961,Fig 1,,,,,,,,,,
45,Insect,Cabbage aphid,Brevicoryne Brassicae,Oxygen consumption,37.064300000000003,2.1861000000000002,uL O2 mg-1 h-1,,,Raw data,,,,1.31166,,7.355424930000002E-6,,Lamb 1961,Fig 1,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,1.8321000000000001,1.14E-3,ulO2 per mg per min,,,Raw data,,3.1524209999999999,Schatzlein and Costlow,3.5937599399999999E-3,,1.2091684486122002E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,1.8324,1.32E-3,ulO2 per mg per min,,,Raw data,,mg,,4.1611957200000001E-3,,1.4000897826036003E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,3.8167,8.4000000000000003E-4,ulO2 per mg per min,,,Raw data,,,,2.6480336400000002E-3,,8.9096622529320014E-7,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,3.8557999999999999,9.3599999999999998E-4,ulO2 per mg per min,,,Raw data,,,,2.950666056E-3,,9.9279093675528021E-7,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,3.8563000000000001,1.15E-3,ulO2 per mg per min,,,Raw data,,,,3.6252841499999997E-3,,1.2197751893895001E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,3.8176000000000001,1.2800000000000001E-3,ulO2 per mg per min,,,Raw data,,,,4.0350988799999999E-3,,1.3576628194944003E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,6.8529999999999998,8.4599999999999996E-4,ulO2 per mg per min,,,Raw data,,,,2.6669481659999999E-3,,8.9733026975958005E-7,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,6.8921000000000001,9.4200000000000002E-4,ulO2 per mg per min,,,Raw data,,,,2.9695805820000002E-3,,9.9915498122166022E-7,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,6.8146000000000004,1.09E-3,ulO2 per mg per min,,,Raw data,,,,3.43613889E-3,,1.1561347447257002E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,6.8159000000000001,1.6800000000000001E-3,ulO2 per mg per min,,,Raw data,,,,5.2960672800000004E-3,,1.7819324505864003E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,11.915100000000001,1.5299999999999999E-3,ulO2 per mg per min,,,Raw data,,,,4.8232041299999997E-3,,1.6228313389269002E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,11.915699999999999,1.8E-3,ulO2 per mg per min,,,Raw data,,,,5.6743577999999999E-3,,1.9092133399140003E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,11.9552,2.0999999999999999E-3,ulO2 per mg per min,,,Raw data,,,,6.6200840999999996E-3,,2.227415563233E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,11.877599999999999,2.1900000000000001E-3,ulO2 per mg per min,,,Raw data,,,,6.9038019899999997E-3,,2.3228762302287004E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,11.917,2.4299999999999999E-3,ulO2 per mg per min,,,Raw data,,,,7.6603830299999997E-3,,2.5774380088839004E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,16.976900000000001,2.16E-3,ulO2 per mg per min,,,Raw data,,,,6.8092293600000003E-3,,2.2910560078968005E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,16.977699999999999,2.47E-3,ulO2 per mg per min,,,Raw data,,,,7.7864798699999998E-3,,2.6198649719931002E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,16.939599999999999,2.8800000000000002E-3,ulO2 per mg per min,,,Raw data,,,,9.0789724800000009E-3,,3.0547413438624006E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,16.979700000000001,3.3999999999999998E-3,ulO2 per mg per min,,,Raw data,,,,1.0718231399999998E-2,,3.6062918642819999E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,16.980899999999998,3.9899999999999996E-3,ulO2 per mg per min,,,Raw data,,,,1.2578159789999998E-2,,4.2320895701427002E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,22.975000000000001,3.62E-3,ulO2 per mg per min,,,Raw data,,,,1.141176402E-2,,3.8396401613826005E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,22.937000000000001,4.0800000000000003E-3,ulO2 per mg per min,,,Raw data,,,,1.286187768E-2,,4.3275502371384006E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,22.976099999999999,4.15E-3,ulO2 per mg per min,,,Raw data,,,,1.308254715E-2,,4.4017974225795011E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,22.939699999999998,5.3E-3,ulO2 per mg per min,,,Raw data,,,,1.67078313E-2,,5.621572611969001E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,26.237100000000002,3.3599999999999997E-5,ulO2 per mg per min,,,Raw data,,,,1.0592134559999998E-4,,3.5638649011728001E-8,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,26.277799999999999,8.6899999999999998E-4,ulO2 per mg per min,,,Raw data,,,,2.7394538489999998E-3,,9.2172577354737006E-7,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,26.318200000000001,1.5100000000000001E-3,ulO2 per mg per min,,,Raw data,,,,4.7601557100000001E-3,,1.6016178573723003E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,26.435099999999998,1.6100000000000001E-3,ulO2 per mg per min,,,Raw data,,,,5.07539781E-3,,1.7076852651453002E-6,,Edwards 1946,Raw data,,,,,,,,,,
46,Crustacean,Sand crab,Emerita talpoida,Oxygen consumption,26.396799999999999,1.89E-3,ulO2 per mg per min,,,Raw data,,,,5.95807569E-3,,2.0046740069097002E-6,,Edwards 1946,Raw data,,,,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,12,0.56999999999999995,uL CO2 min-1,,,Raw data,,,,0.56999999999999995,,1.917841E-4,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,12,0.28999999999999998,uL CO2 min-1,,,Raw data,,,,0.28999999999999998,,9.7574366666666672E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,12,0.21,uL CO2 min-1,,,Raw data,,,,0.21,,7.0657300000000005E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,12,0.17,uL CO2 min-1,,,Raw data,,,,0.17,,5.7198766666666679E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,20,0.5,uL CO2 min-1,,,Raw data,,,,0.5,,1.6823166666666669E-4,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,20,0.26,uL CO2 min-1,,,Raw data,,,,0.26,,8.7480466666666677E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,20,0.21,uL CO2 min-1,,,Raw data,,,,0.21,,7.0657300000000005E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,20,0.16,uL CO2 min-1,,,Raw data,,,,0.16,,5.383413333333334E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,24,1.1100000000000001,uL CO2 min-1,,,Raw data,,,,1.1100000000000001,,3.734743000000001E-4,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,24,0.69,uL CO2 min-1,,,Raw data,,,,0.69,,2.3215970000000001E-4,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,24,0.59,uL CO2 min-1,,,Raw data,,,,0.59,,1.9851336666666669E-4,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,24,0.19,uL CO2 min-1,,,Raw data,,,,0.19,,6.3928033333333342E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
47,Insect,Mealworm,Tenebrio molitor,CO2 production,24,0.12,uL CO2 min-1,,,Raw data,,,,0.12,,4.0375600000000007E-5,,"Bozinovic, et al, 2013",Figure 1,Larva,28/12,Max/Min,,,,,,,
