n_fit,n_err,a_fit,sigma_from_mond,scatter_pl,scatter_mond,aic_pl,aic_mond,best_model
3.7847603921424553,0.014639882941819523,2.302762475699574,14.702276562792896,0.37114909600278334,0.38122208376110145,8535.408088419379,8779.76534192119,broken_pl
