m_bar,vmax,r_vmax,g_bar,g_obs
26876734573.368763,206.728,1.767050487156776,1.2000841280483369e-09,7.837831948366882e-10
13732816651.90434,126.763,7.3869205786832,3.508858606687993e-11,7.04965538208622e-11
13165205196.338943,152.328,2.8597578978447005,2.2444100367606556e-10,2.6295202003575324e-10
5916932388.544435,97.1308,21.662828461765574,1.7579211488463142e-12,1.4113836114059623e-11
22725715972.83732,207.056,2.1390611160318866,6.924753109671784e-10,6.495292990358584e-10
16587333923.826395,116.214,8.348243283141423,3.3183294390395054e-11,5.242858079820777e-11
8444596988.485385,131.066,6.52671981104222,2.7638985352882322e-11,8.529654130053221e-11
26367729554.17774,304.762,0.8272807794508414,5.371554330642777e-09,3.638438136543102e-09
17157956894.006495,159.045,3.7415116622379685,1.708852081199451e-10,2.1909841568773075e-10
11268851490.99498,128.532,6.21036315323295,4.0736036241828106e-11,8.620884642425984e-11
20788854443.46029,135.936,8.067316209034544,4.453541506010406e-11,7.423115059817561e-11
18949084735.754353,166.146,4.254650132860939,1.4594648417999306e-10,2.1026269490341047e-10
19132063773.250664,123.834,17.488928255093,8.721045118199893e-12,2.841599752045503e-11
14756554472.984941,127.472,12.172423974018304,1.3885576953728556e-11,4.3261226543236525e-11
11845615589.016829,102.959,19.980513728963686,4.1369230227035364e-12,1.719365787153553e-11
4793209329.790375,101.713,14.170209625036906,3.3281811137762233e-12,2.3660447389801537e-11
12525568349.571892,148.136,3.0283436669619133,1.9042336228709722e-10,2.34834752745967e-10
13674062592.264542,104.991,14.6967818128137,8.826452245287357e-12,2.4306822928567722e-11
9724357838.795395,114.298,9.161204605845882,1.615432708290882e-11,4.621372534948188e-11
13642367877.177443,134.628,8.570268674343076,2.589607761395196e-11,6.85366149329732e-11
6213832299.970475,117.134,5.8990256864481845,2.4896142408839577e-11,7.537580453865409e-11
9445556539.710659,93.3092,18.576764098021847,3.816106842610528e-12,1.5188859516161308e-11
7738987304.399173,121.529,6.103483909064068,2.8964206296163828e-11,7.842027197863988e-11
12701609093.593151,115.855,2.5764688514909952,2.6677311243193085e-10,1.6883052315174788e-10
7899114260.40744,88.277,43.05713020372011,5.940477304658559e-13,5.865382655065992e-12
6860466489.518748,90.6738,11.222911130794213,7.594089394977201e-12,2.3741295249940692e-11
15451284322.409212,142.351,3.0253912016533806,2.3536105970612136e-10,2.1706300180589826e-10
12477708886.920578,133.457,3.1752288160614115,1.7255116677185865e-10,1.8178330218679532e-10
11103100088.57396,136.179,4.502952465308533,7.634535795351572e-11,1.3346556167580446e-10
