g_bar,g_obs,V_c,r_kpc
1.0192769027889976e-10,3.6489788956496525e-10,313.239355338238,8.71420135813404
6.349525155658033e-10,1.2998380910840576e-08,1102.779111778756,3.032034248597579
2.5905300325077294e-10,5.341359388015973e-10,290.23930814145854,5.111012695600827
1.1105581229250872e-10,3.155358934020661e-10,294.39233015140667,8.901240035429584
9.370510348014261e-10,1.4772540166178937e-08,1106.790078202881,2.687333923826395
2.5582867066157167e-10,4.456929809264094e-10,305.23611135287035,6.774579273693535
8.811128305791919e-11,1.9458117939467776e-10,285.2735384948869,13.554030115146146
1.1337940131096967e-09,6.452081241598694e-09,800.4283335469911,3.218039563035134
1.7516384318618496e-10,3.3025746916580914e-10,233.2097710046023,5.336876291703573
8.812682759444021e-11,2.2427196470926218e-10,247.71716655551117,8.867139061116031
5.107407598651066e-10,9.527884809350604e-09,989.6019641488639,3.3309713610865077
2.755906495150218e-10,5.064476650739489e-10,280.7615782790714,5.044139356362563
1.0858118479320754e-10,2.7005340318286197e-10,275.93727638727677,9.137289636846768
1.1877747265849148e-09,1.5703373496531926e-08,1085.320426932868,2.430912311780337
2.2312096219516114e-10,4.1634881864653403e-10,252.37287036161362,4.957632122822557
1.0886006633597617e-10,2.8430236819542304e-10,270.7760499936532,8.357691172128728
1.0024456025763512e-09,1.2884012471564608e-08,982.4488877957075,2.4278122232063772
5.742881895880163e-11,1.2479183212923065e-10,198.57034909057987,10.239740183052849
6.288140917967038e-11,1.9371770892273802e-10,264.1715081675886,11.674785946265132
5.713230439267219e-10,6.265977858091797e-09,796.9180979019302,3.284617655742545
1.673535613453736e-10,3.1740833146723327e-10,269.9872783449814,7.442426926483614
8.401550604404433e-11,2.0969515872392083e-10,291.2081869784173,13.105845881310895
1.0404903342182706e-09,4.354959610598814e-09,633.3243061775487,2.984794803661057
6.578583226050841e-11,1.704317967188907e-10,188.45227354505343,6.753026276941245
7.206290567714978e-11,2.657858820669735e-10,251.40635899441287,7.706672571597284
6.272770443646863e-12,7.322651219667042e-11,260.588302582856,30.052996752288163
1.1456632231245059e-10,2.2717177798296117e-10,239.3478239273522,8.172423974018304
7.395619269160126e-11,1.8712450298469345e-10,269.0130999978989,12.533215234720993
9.778688953077453e-10,3.6971664201141387e-09,564.9134330437071,2.797313256569235
5.487630192848922e-10,8.291010681280829e-10,251.46331126680332,2.4716563330380867
1.5646739280282267e-10,2.882871788345843e-10,219.8349445392554,5.432683790965456
6.645540928106547e-10,1.1680152002918594e-08,899.7938525706661,2.2463832299970474
7.076871680234914e-10,1.081272446168143e-09,329.36676989711856,3.2514024210215533
1.1950220958171068e-10,2.2207401166752052e-10,255.64038685631678,9.536905816356658
8.989528826058841e-10,2.50403042466312e-09,472.1266974389214,2.8848538529672276
1.6536056954055943e-10,3.2468995614699955e-10,191.6784190832326,3.667109536462947
5.4294688322773526e-11,1.2858531332609905e-10,181.74663880169052,8.325066430469443
2.2396240532944836e-10,1.545458569254456e-09,497.742714641507,5.195157956894007
3.2930206041204406e-10,5.288510223206869e-10,248.60817282256812,3.7874224977856508
