Class,Domain,Family,Genus,Kingdom,Mean_Carbon_Mass,Mean_Dry_Mass,Mean_Mass,Mean_Mass_Specific,Mean_Mass_Specific_25,Mean_Mass_Specific_Carbon,Mean_Mass_Specific_Carbon_25,Mean_Mass_Specific_Dry,Mean_Mass_Specific_Dry_25,Mean_Metabolic_Rate,Mean_Metabolic_Rate_25,Number,Order,Phylum,Rate,Species,Type,index
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Cellvibrio,Bacteria,,,,,,,,,,,,413,Pseudomonadales,Proteobacteria,Endogenous,Cellvibrio gilvus,Bacteria,412
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,414,Pseudomonadales,Proteobacteria,Endogenous,Pseudomonas aeruginosa,Bacteria,413
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,415,Pseudomonadales,Proteobacteria,Endogenous,Pseudomonas fluorescens,Bacteria,414
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,416,Pseudomonadales,Proteobacteria,Growing,Pseudomonas fluorescens,Bacteria,415
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,417,Pseudomonadales,Proteobacteria,Maintenance,Pseudomonas fluorescens,Bacteria,416
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,418,Pseudomonadales,Proteobacteria,Endogenous,Pseudomonas formicans,Bacteria,417
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,419,Pseudomonadales,Proteobacteria,Endogenous,Pseudomonas oleovorans,Bacteria,418
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,420,Pseudomonadales,Proteobacteria,Endogenous,Pseudomonas putida,Bacteria,419
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,421,Pseudomonadales,Proteobacteria,Growing,Pseudomonas putida,Bacteria,420
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,422,Pseudomonadales,Proteobacteria,Endogenous,Pseudomonas stutzeri,Bacteria,421
Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,,,,,,,,,,,,423,Pseudomonadales,Proteobacteria,Growing,Pseudomonas stutzeri,Bacteria,422
Gammaproteobacteria,Bacteria,NaN,Unidentified,Bacteria,,,,,,,,,,,,424,Pseudomonadales,Proteobacteria,Endogenous,Unidentified bacterium,Bacteria,423
Gammaproteobacteria,Bacteria,Francisellaceae,Francisella,Bacteria,,,,,,,,,,,,425,Thiotrichales,Proteobacteria,Endogenous,Francisella tularensis,Bacteria,424
Gammaproteobacteria,Bacteria,Thiotrichaceae,Beggiatoa,Bacteria,,,,,,,,,,,,426,Thiotrichales,Proteobacteria,Endogenous,Beggiatoa sp. 1,Bacteria,425
Gammaproteobacteria,Bacteria,Thiotrichaceae,Beggiatoa,Bacteria,,,,,,,,,,,,427,Thiotrichales,Proteobacteria,Growing,Beggiatoa sp. 1,Bacteria,426
Gammaproteobacteria,Bacteria,Thiotrichaceae,Thiomargarita,Bacteria,,,,,,,,,,,,428,Thiotrichales,Proteobacteria,Endogenous,Thiomargarita namibiensis,Bacteria,427
Gammaproteobacteria,Bacteria,Thiotrichaceae,Thioploca,Bacteria,,,,,,,,,,,,429,Thiotrichales,Proteobacteria,Endogenous,Thioploca araucae,Bacteria,428
Gammaproteobacteria,Bacteria,Thiotrichaceae,Thioploca,Bacteria,,,,,,,,,,,,430,Thiotrichales,Proteobacteria,Growing,Thioploca araucae,Bacteria,429
Gammaproteobacteria,Bacteria,Vibrionaceae,Aliivibrio,Bacteria,,,,,,,,,,,,431,Vibrionales,Proteobacteria,Endogenous,Aliivibrio fischeri,Bacteria,430
Gammaproteobacteria,Bacteria,Vibrionaceae,Salinivibrio costicola,Bacteria,,,,,,,,,,,,432,Vibrionales,Proteobacteria,Endogenous,Sallinivibrio costicola,Bacteria,431
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,433,Vibrionales,Proteobacteria,Endogenous,Vibrio alginolyticus,Bacteria,432
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,434,Vibrionales,Proteobacteria,Endogenous,Vibrio anguillarum,Bacteria,433
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,435,Vibrionales,Proteobacteria,Growing,Vibrio anguillarum,Bacteria,434
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,436,Vibrionales,Proteobacteria,Endogenous,Vibrio metschnikovii,Bacteria,435
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,437,Vibrionales,Proteobacteria,Endogenous,Vibrio natriegens,Bacteria,436
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,438,Vibrionales,Proteobacteria,Growing,Vibrio natriegens,Bacteria,437
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,439,Vibrionales,Proteobacteria,Maximum,Vibrio natriegens,Bacteria,438
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,440,Vibrionales,Proteobacteria,Endogenous,Vibrio parahaemolyticus,Bacteria,439
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,441,Vibrionales,Proteobacteria,Endogenous,Vibrio sp. 1,Bacteria,440
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,442,Vibrionales,Proteobacteria,Growing,Vibrio sp. DW0,Bacteria,441
Gammaproteobacteria,Bacteria,Vibrionaceae,Vibrio,Bacteria,,,,,,,,,,,,443,Vibrionales,Proteobacteria,Endogenous,Vibrio sp. DW1,Bacteria,442
Gammaproteobacteria,Bacteria,Xanthomonadaceae,Xanthomonas,Bacteria,,,,,,,,,,,,444,Xanthomonadales,Proteobacteria,Endogenous,Xanthomonas axonopodis,Bacteria,443
Spirochaetes,Bacteria,Leptospiraceae,Leptospira,Bacteria,,,,,,,,,,,,445,Spirochaetales,Spirochaetae,Growing,Leptospira sp. 1,Bacteria,444
Mollicutes,Bacteria,Acholeplasmataceae,Acholeplasma,Bacteria,,,,,,,,,,,,446,Acholeplasmatales,Tenericutes,Endogenous,Acholeplasma laidlawii,Bacteria,445
Mollicutes,Bacteria,Acholeplasmataceae,Acholeplasma,Bacteria,,,,,,,,,,,,447,Acholeplasmatales,Tenericutes,Growing,Acholeplasma laidlawii,Bacteria,446
Mollicutes,Bacteria,Mycoplasmataceae,Mycoplasma,Bacteria,,,,,,,,,,,,448,Mycoplasmatales,Tenericutes,Growing,Mycoplasma bovis,Bacteria,447
Mollicutes,Bacteria,Mycoplasmataceae,Mycoplasma,Bacteria,,,,,,,,,,,,449,Mycoplasmatales,Tenericutes,Growing,Mycoplasma capricolum,Bacteria,448
Mollicutes,Bacteria,Mycoplasmataceae,Mycoplasma,Bacteria,,,,,,,,,,,,450,Mycoplasmatales,Tenericutes,Growing,Mycoplasma gallisepticum,Bacteria,449
Cyanophyceae,Bacteria,Chroococcaceae,Anacystis,Bacteria,,,,,,,,,,,,1148,Chroococcales,Cyanobacteria,Dark respiration,Anacystis nidulans PCC,Cyanobacteria,1147
Cyanophyceae,Bacteria,Chroococcaceae,Anacystis,Bacteria,,,,,,,,,,,,1149,Chroococcales,Cyanobacteria,Dark respiration,Anacystis nidulans PCC 6301 (Synechococcus leopoliensis),Cyanobacteria,1148
Cyanophyceae,Bacteria,Chroococcaceae,Aphanocapsa,Bacteria,,,,,,,,,,,,1150,Chroococcales,Cyanobacteria,Dark respiration,Aphanocapsa PCC 6714,Cyanobacteria,1149
Cyanophyceae,Bacteria,Chroococcaceae,Coccochloris,Bacteria,,,,,,,,,,,,1151,Chroococcales,Cyanobacteria,Dark respiration,Coccochloris peniocystis,Cyanobacteria,1150
Cyanophyceae,Bacteria,Chroococcaceae,Gloeothece,Bacteria,,,,,,,,,,,,1152,Chroococcales,Cyanobacteria,Dark respiration,Gloeothece sp. PCC 6909,Cyanobacteria,1151
Cyanophyceae,Bacteria,Chroococcaceae,Microcystis,Bacteria,,,,,,,,,,,,1153,Chroococcales,Cyanobacteria,Endogenous,Microcystis PCC 7806,Cyanobacteria,1152
Cyanophyceae,Bacteria,Chroococcaceae,Synechococcus,Bacteria,,,,,,,,,,,,1154,Chroococcales,Cyanobacteria,Dark respiration,Synechococcus sp. RF-1 (PCC 8801),Cyanobacteria,1153
Cyanophyceae,Bacteria,Chroococcaceae,Synechocystis,Bacteria,,,,,,,,,,,,1155,Chroococcales,Cyanobacteria,Dark respiration,Synechocystis PCC 6803,Cyanobacteria,1154
Cyanophyceae,Bacteria,Chroococcaceae,Synechocystis,Bacteria,,,,,,,,,,,,1156,Chroococcales,Cyanobacteria,Dark respiration,Synechocystis aquatilis,Cyanobacteria,1155
Cyanophyceae,Bacteria,Gloeobacteraceae,Gloeobacter,Bacteria,,,,,,,,,,,,1157,Gloeobacterales,Cyanobacteria,Dark respiration,Gloeobacter violaceus,Cyanobacteria,1156
Cyanophyceae,Bacteria,Nostocaceae,Anabaena,Bacteria,,,,,,,,,,,,1158,Nostocales,Cyanobacteria,Dark respiration,Anabaena flos-aquae,Cyanobacteria,1157
Cyanophyceae,Bacteria,Nostocaceae,Anabaena,Bacteria,,,,,,,,,,,,1159,Nostocales,Cyanobacteria,Dark respiration,Anabaena variabilis,Cyanobacteria,1158
Cyanophyceae,Bacteria,Nostocaceae,Nostoc,Bacteria,,,,,,,,,,,,1160,Nostocales,Cyanobacteria,Dark respiration,Nostoc commune,Cyanobacteria,1159
Cyanophyceae,Bacteria,Nostocaceae,Nostoc,Bacteria,,,,,,,,,,,,1161,Nostocales,Cyanobacteria,Dark respiration,Nostoc commune var. flagelliforme,Cyanobacteria,1160
Cyanophyceae,Bacteria,Nostocaceae,Nostoc,Bacteria,,,,,,,,,,,,1162,Nostocales,Cyanobacteria,Dark respiration,Nostoc muscorum G.,Cyanobacteria,1161
Cyanophyceae,Bacteria,Oscillatoriaceae,Microcoleus,Bacteria,,,,,,,,,,,,1163,Nostocales,Cyanobacteria,Endogenous,Microcoleus chthonoplastes,Cyanobacteria,1162
Cyanophyceae,Bacteria,Oscillatoriaceae,Oscillatoria,Bacteria,,,,,,,,,,,,1164,Nostocales,Cyanobacteria,Endogenous,Oscillatoria limnetica,Cyanobacteria,1163
Cyanophyceae,Bacteria,Oscillatoriaceae,Oscillatoria,Bacteria,,,,,,,,,,,,1165,Nostocales,Cyanobacteria,Endogenous,Oscillatoria limosa,Cyanobacteria,1164
Cyanophyceae,Bacteria,Oscillatoriaceae,Oscillatoria,Bacteria,,,,,,,,,,,,1166,Nostocales,Cyanobacteria,Dark respiration,Oscillatoria terebriformis,Cyanobacteria,1165
Cyanophyceae,Bacteria,Oscillatoriaceae,Phormidium,Bacteria,,,,,,,,,,,,1167,Nostocales,Cyanobacteria,Dark respiration,Phormidium autumnale (Ag.) Gom.,Cyanobacteria,1166
Cyanophyceae,Bacteria,Oscillatoriaceae,Phormidium,Bacteria,,,,,,,,,,,,1168,Nostocales,Cyanobacteria,Dark respiration,Phormidium luridum,Cyanobacteria,1167
Cyanophyceae,Bacteria,Oscillatoriaceae,Planktothrix,Bacteria,,,,,,,,,,,,1169,Nostocales,Cyanobacteria,Dark respiration,Planktothrix agardhii,Cyanobacteria,1168
Cyanophyceae,Bacteria,Oscillatoriaceae,Spirulina,Bacteria,,,,,,,,,,,,1170,Nostocales,Cyanobacteria,Dark respiration,Spirulina platensis Compere 1968-3786,Cyanobacteria,1169
Cyanophyceae,Bacteria,Scytonemataceae,Plectonema,Bacteria,,,,,,,,,,,,1171,Nostocales,Cyanobacteria,Dark respiration,Plectonema boryanum,Cyanobacteria,1170
Cyanophyceae,Bacteria,Prochloraceae,Prochloron,Bacteria,,,,,,,,,,,,1172,Synechococcales,Cyanobacteria,Dark respiration,Prochloron sp. (isolated from Lissoclinum patella),Cyanobacteria,1171
Oscillatoriophycideae,Bacteria,Cyanothecaceae,Cyanothece,Bacteria,,,,,,,,,,,,1173,Oscillatoriales,Cyanobacteria,Endogenous,Cyanothece PCC 7822,Cyanobacteria,1172
Oscillatoriophycideae,Bacteria,Microcoleaceae,Trichodesmium,Bacteria,,,,,,,,,,,,1174,Oscillatoriales,Cyanobacteria,Dark respiration,Trichodesmium spp. 1,Cyanobacteria,1173
